,capped_normalized_return,eval_episode_return,eval_frame_rate,eval_num_episodes,frame,human_gap,iteration,normalized_return,train_episode_return,train_exploration_epsilon,train_frame_rate,train_num_episodes,environment_name,seed
181,-1,150.0,-1,-1,48000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
182,-1,150.0,-1,-1,50000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
183,-1,125.0,-1,-1,52000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
184,-1,150.0,-1,-1,54000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
185,-1,150.0,-1,-1,56000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
186,-1,150.0,-1,-1,58000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
187,-1,150.0,-1,-1,60000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
188,-1,150.0,-1,-1,62000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
189,-1,150.0,-1,-1,64000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
190,-1,150.0,-1,-1,66000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
191,-1,150.0,-1,-1,68000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
192,-1,150.0,-1,-1,70000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
193,-1,150.0,-1,-1,72000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
194,-1,150.0,-1,-1,74000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
195,-1,150.0,-1,-1,76000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
196,-1,150.0,-1,-1,78000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
197,-1,150.0,-1,-1,80000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
198,-1,150.0,-1,-1,82000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
199,-1,-18.1,-1,-1,0,-1,-1,0.03156982564133212,-1,-1,-1,-1,pitfall,0
200,-1,-8.3,-1,-1,2000000,-1,-1,0.03303402011026281,-1,-1,-1,-1,pitfall,0
201,-1,-26.4,-1,-1,4000000,-1,-1,0.030329742570707148,-1,-1,-1,-1,pitfall,0
202,-1,-0.6,-1,-1,6000000,-1,-1,0.034184458621565494,-1,-1,-1,-1,pitfall,0
203,-1,-2.4,-1,-1,8000000,-1,-1,0.03391552494359863,-1,-1,-1,-1,pitfall,0
204,-1,-3.0,-1,-1,10000000,-1,-1,0.03382588038427635,-1,-1,-1,-1,pitfall,0
205,-1,0.0,-1,-1,12000000,-1,-1,0.034274103180887784,-1,-1,-1,-1,pitfall,0
206,-1,-9.8,-1,-1,14000000,-1,-1,0.03280990871195709,-1,-1,-1,-1,pitfall,0
207,-1,0.0,-1,-1,16000000,-1,-1,0.034274103180887784,-1,-1,-1,-1,pitfall,0
208,-1,-12.5,-1,-1,18000000,-1,-1,0.0324065081950068,-1,-1,-1,-1,pitfall,0
209,-1,0.0,-1,-1,20000000,-1,-1,0.034274103180887784,-1,-1,-1,-1,pitfall,0
210,-1,-45.9,-1,-1,22000000,-1,-1,0.027416294392732816,-1,-1,-1,-1,pitfall,0
211,-1,-45.7,-1,-1,24000000,-1,-1,0.02744617591250691,-1,-1,-1,-1,pitfall,0
212,-1,-3.0,-1,-1,26000000,-1,-1,0.03382588038427635,-1,-1,-1,-1,pitfall,0
213,-1,-9.1,-1,-1,28000000,-1,-1,0.032914494031166426,-1,-1,-1,-1,pitfall,0
214,-1,-9.7,-1,-1,30000000,-1,-1,0.03282484947184414,-1,-1,-1,-1,pitfall,0
215,-1,-7.5,-1,-1,32000000,-1,-1,0.033153546189359194,-1,-1,-1,-1,pitfall,0
216,-1,-5.7,-1,-1,34000000,-1,-1,0.033422479867326056,-1,-1,-1,-1,pitfall,0
